127.0.0.1 - - [18/Jun/2021:10:23:48 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:54 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:12:58 +0530] "POST /trustworthy_evote/ecdb.jsp HTTP/1.1" 200 383
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:13:00 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:13:00 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:13:00 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:13:00 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:14:33 +0530] "POST /trustworthy_evote/ecdb.jsp HTTP/1.1" 200 383
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:14:35 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:14:35 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:14:35 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:14:35 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:36 +0530] "POST /trustworthy_evote/ecdb.jsp HTTP/1.1" 200 383
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:38 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 6796
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/key.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/fish.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/Document/torch.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:47 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:57 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:15:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:01 +0530] "GET /trustworthy_evote/eclogin.jsp HTTP/1.1" 200 4915
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:01 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:01 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:01 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:04 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:04 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:04 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:04 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:09 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:09 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:09 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:16:09 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:18 +0530] "POST /trustworthy_evote/userregdb.jsp HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:19 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:19 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:19 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:19 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:21 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:21 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:21 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:21 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:43 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:45 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:45 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:45 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:17:45 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:00 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:00 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 5231
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:00 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:00 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:00 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:11 +0530] "GET /trustworthy_evote/vote.jsp?id=3 HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:13 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:13 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:13 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:13 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:23 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:23 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:32 +0530] "POST /trustworthy_evote/userregdb.jsp HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:34 +0530] "GET /trustworthy_evote/userregistration.jsp HTTP/1.1" 200 4868
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:34 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:34 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:34 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:36 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:36 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:36 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:36 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "POST /trustworthy_evote/userlogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/user.jsp HTTP/1.1" 200 4685
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/Document/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:18:48 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:07 +0530] "GET /trustworthy_evote/vote.jsp?id=6 HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:08 +0530] "GET /trustworthy_evote/userlogin.jsp HTTP/1.1" 200 4935
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:08 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:08 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:08 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:12 +0530] "GET /trustworthy_evote/eclogin.jsp HTTP/1.1" 200 4915
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:12 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:12 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:12 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:12 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:23 +0530] "POST /trustworthy_evote/eclogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:23 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:23 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 6796
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/Document/key.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/Document/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/Document/fish.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:27 +0530] "GET /trustworthy_evote/Document/torch.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:28 +0530] "GET /trustworthy_evote/chart.jsp HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:28 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:28 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:28 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:29 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:29 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:29 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:33 +0530] "GET /trustworthy_evote/chart.jsp?type=pie HTTP/1.1" 200 5667
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:33 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:33 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:33 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:34 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:34 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:34 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/chart.jsp?type=line HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:19:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:13 +0530] "GET /trustworthy_evote/chart.jsp?type=area HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:20:14 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:51 +0530] "GET /trustworthy_evote/chart.jsp?type=area HTTP/1.1" 200 5668
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:51 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:51 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:51 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:52 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:52 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:52 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:21:52 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/chart.jsp?type=pie HTTP/1.1" 200 5666
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:03 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:11 +0530] "GET /trustworthy_evote/chart.jsp?type=line HTTP/1.1" 200 5667
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:11 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:11 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:22:11 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
